epoch,learning_rate,loss,val_loss
0,9.999999747378752e-05,1.9063262939453125,0.15526796877384186
1,9.999999747378752e-05,0.24971401691436768,0.10343659669160843
2,9.999999747378752e-05,0.1232488676905632,0.06812721490859985
3,9.999999747378752e-05,0.08208050578832626,0.05160093680024147
4,9.999999747378752e-05,0.06325973570346832,0.043032992631196976
5,9.999999747378752e-05,0.05282552167773247,0.03829314932227135
6,9.999999747378752e-05,0.04614715650677681,0.034954801201820374
7,9.999999747378752e-05,0.041558459401130676,0.032643526792526245
8,9.999999747378752e-05,0.03822743147611618,0.03091447427868843
9,9.999999747378752e-05,0.035710275173187256,0.0295379888266325
10,9.999999747378752e-05,0.03376824036240578,0.028441106900572777
11,9.999999747378752e-05,0.03217770904302597,0.027563070878386497
12,9.999999747378752e-05,0.030911274254322052,0.02681649848818779
13,9.999999747378752e-05,0.02982545830309391,0.026155240833759308
14,9.999999747378752e-05,0.02890235371887684,0.02553662285208702
15,9.999999747378752e-05,0.028115760535001755,0.02513839304447174
16,9.999999747378752e-05,0.027410192415118217,0.024679336696863174
17,9.999999747378752e-05,0.026770180091261864,0.024256812408566475
18,9.999999747378752e-05,0.026193734258413315,0.023766739293932915
19,9.999999747378752e-05,0.025686495006084442,0.023402027785778046
20,9.999999747378752e-05,0.025180451571941376,0.02314278483390808
21,9.999999747378752e-05,0.024742508307099342,0.02266177162528038
22,9.999999747378752e-05,0.024324696511030197,0.022500883787870407
23,9.999999747378752e-05,0.0239572674036026,0.02214965783059597
24,9.999999747378752e-05,0.023531245067715645,0.021921494975686073
25,9.999999747378752e-05,0.02313532494008541,0.021645188331604004
26,9.999999747378752e-05,0.022761516273021698,0.02117898128926754
27,9.999999747378752e-05,0.022362204268574715,0.020874695852398872
28,9.999999747378752e-05,0.021943962201476097,0.02076103910803795
29,9.999999747378752e-05,0.021554259583353996,0.02023046463727951
30,9.999999747378752e-05,0.021204838529229164,0.020150724798440933
31,9.999999747378752e-05,0.02077852562069893,0.019679464399814606
32,9.999999747378752e-05,0.020429810509085655,0.019352108240127563
33,9.999999747378752e-05,0.020065397024154663,0.019335465505719185
34,9.999999747378752e-05,0.019680693745613098,0.018586009740829468
35,9.999999747378752e-05,0.01932288147509098,0.01870797388255596
36,9.999999747378752e-05,0.01898050680756569,0.01821090653538704
37,9.999999747378752e-05,0.01863175816833973,0.018087638542056084
38,9.999999747378752e-05,0.018310431391000748,0.01781461574137211
39,9.999999747378752e-05,0.017994431778788567,0.01763802021741867
40,9.999999747378752e-05,0.01769581064581871,0.01740861125290394
41,9.999999747378752e-05,0.017410073429346085,0.017110565677285194
42,9.999999747378752e-05,0.017113355919718742,0.016909213736653328
43,9.999999747378752e-05,0.016824647784233093,0.01694413833320141
44,9.999999747378752e-05,0.016580162569880486,0.0164914783090353
45,9.999999747378752e-05,0.016322225332260132,0.016314761713147163
46,9.999999747378752e-05,0.01605968177318573,0.016169963404536247
47,9.999999747378752e-05,0.015833601355552673,0.016064796596765518
48,9.999999747378752e-05,0.015583543106913567,0.01592326909303665
49,9.999999747378752e-05,0.015370069071650505,0.01579986698925495
50,9.999999747378752e-05,0.01516017783433199,0.015851754695177078
51,9.999999747378752e-05,0.014952188357710838,0.01552552543580532
52,9.999999747378752e-05,0.01472784299403429,0.015477979555726051
53,9.999999747378752e-05,0.014516524970531464,0.015253324992954731
54,9.999999747378752e-05,0.014340533874928951,0.015159063041210175
55,9.999999747378752e-05,0.01413881964981556,0.015090719796717167
56,9.999999747378752e-05,0.013971885666251183,0.014888599514961243
57,9.999999747378752e-05,0.013788431882858276,0.014816468581557274
58,9.999999747378752e-05,0.013599161989986897,0.014678368344902992
59,9.999999747378752e-05,0.013411734253168106,0.014581594616174698
60,9.999999747378752e-05,0.013231546618044376,0.01452179066836834
61,9.999999747378752e-05,0.0130756301805377,0.014455326832830906
62,9.999999747378752e-05,0.012920952402055264,0.014407417736947536
63,9.999999747378752e-05,0.012737381272017956,0.014310578815639019
64,9.999999747378752e-05,0.0125863216817379,0.014278702437877655
65,9.999999747378752e-05,0.012447524815797806,0.014060243032872677
66,9.999999747378752e-05,0.012272747233510017,0.014021205715835094
67,9.999999747378752e-05,0.012148436158895493,0.014024986885488033
68,9.999999747378752e-05,0.011978574097156525,0.013817471452057362
69,9.999999747378752e-05,0.011843971908092499,0.013773216865956783
70,9.999999747378752e-05,0.011691474355757236,0.01378779299557209
71,9.999999747378752e-05,0.011564623564481735,0.013779372908174992
72,9.999999747378752e-05,0.011423935182392597,0.013638523407280445
73,9.999999747378752e-05,0.011285983957350254,0.013503496535122395
74,9.999999747378752e-05,0.011136811226606369,0.013431304134428501
75,9.999999747378752e-05,0.011026368476450443,0.013524660840630531
76,9.999999747378752e-05,0.010895900428295135,0.013338669203221798
77,9.999999747378752e-05,0.010757716372609138,0.013412896543741226
78,9.999999747378752e-05,0.010663949884474277,0.013260601088404655
79,9.999999747378752e-05,0.010537730529904366,0.013255869969725609
80,9.999999747378752e-05,0.010410768911242485,0.013036374934017658
81,9.999999747378752e-05,0.010289749130606651,0.01310880295932293
82,9.999999747378752e-05,0.010180413722991943,0.013110046274960041
83,9.999999747378752e-05,0.0100622046738863,0.012896302156150341
84,9.999999747378752e-05,0.00994652695953846,0.01289248839020729
85,9.999999747378752e-05,0.009837242774665356,0.012948432937264442
86,9.999999747378752e-05,0.009734147228300571,0.012920773588120937
87,9.999999747378752e-05,0.009632558561861515,0.012797354720532894
88,9.999999747378752e-05,0.009512418881058693,0.012719236314296722
89,9.999999747378752e-05,0.00944910105317831,0.012807714752852917
90,9.999999747378752e-05,0.009334775619208813,0.012680847197771072
91,9.999999747378752e-05,0.009225517511367798,0.01267940178513527
92,9.999999747378752e-05,0.009148520417511463,0.012582363560795784
93,9.999999747378752e-05,0.009051832370460033,0.01254310179501772
94,4.999999873689376e-05,0.00865344051271677,0.012258391827344894
95,4.999999873689376e-05,0.0085794972255826,0.01219082996249199
96,4.999999873689376e-05,0.008542923256754875,0.0122023094445467
97,4.999999873689376e-05,0.00850176066160202,0.012151307426393032
98,4.999999873689376e-05,0.008448008447885513,0.012201140634715557
99,4.999999873689376e-05,0.008404158055782318,0.012154582887887955
100,4.999999873689376e-05,0.008371125906705856,0.012098245322704315
101,4.999999873689376e-05,0.008308401331305504,0.012067071162164211
102,4.999999873689376e-05,0.008288738317787647,0.012068330310285091
103,4.999999873689376e-05,0.0082321772351861,0.012084481306374073
104,4.999999873689376e-05,0.008181329816579819,0.012090287171304226
105,2.499999936844688e-05,0.00801320094615221,0.011915807612240314
106,2.499999936844688e-05,0.007964210584759712,0.011874005198478699
107,2.499999936844688e-05,0.007947461679577827,0.01185631100088358
108,2.499999936844688e-05,0.007917860522866249,0.011861445382237434
109,2.499999936844688e-05,0.007915074937045574,0.011876837350428104
110,2.499999936844688e-05,0.007884109392762184,0.011896860785782337
111,2.499999936844688e-05,0.007855463773012161,0.011883963830769062
112,2.499999936844688e-05,0.007834852673113346,0.011840441264212132
113,2.499999936844688e-05,0.00781460665166378,0.011823299340903759
114,2.499999936844688e-05,0.007789785508066416,0.011848539113998413
115,1.249999968422344e-05,0.00767946382984519,0.011721308343112469
116,1.249999968422344e-05,0.007659986615180969,0.011716578155755997
117,1.249999968422344e-05,0.007659208495169878,0.01173397246748209
118,1.249999968422344e-05,0.0076386770233511925,0.011699121445417404
119,1.249999968422344e-05,0.0076333279721438885,0.011712302453815937
120,1.249999968422344e-05,0.0076213860884308815,0.011693920008838177
121,1.249999968422344e-05,0.007605360820889473,0.011694485321640968
122,1.249999968422344e-05,0.007604436483234167,0.011689153499901295
123,1.249999968422344e-05,0.007596734445542097,0.011680981144309044
124,1.249999968422344e-05,0.007571983616799116,0.011675948277115822
125,1.249999968422344e-05,0.007541485130786896,0.011678761802613735
126,6.24999984211172e-06,0.007492164149880409,0.011591453105211258
127,6.24999984211172e-06,0.007494200021028519,0.011596701107919216
128,6.24999984211172e-06,0.007484780624508858,0.01159263402223587
129,6.24999984211172e-06,0.0074846153147518635,0.011593726463615894
130,6.24999984211172e-06,0.007478241343051195,0.011587005108594894
131,6.24999984211172e-06,0.007466067094355822,0.011578106321394444
132,6.24999984211172e-06,0.007457942236214876,0.011579066514968872
133,6.24999984211172e-06,0.007453304715454578,0.011574061587452888
134,6.24999984211172e-06,0.007449241355061531,0.01157418079674244
135,6.24999984211172e-06,0.007445519790053368,0.011568348854780197
136,3.12499992105586e-06,0.007419134024530649,0.011537928134202957
137,3.12499992105586e-06,0.007412450388073921,0.011535768397152424
138,3.12499992105586e-06,0.0074031599797308445,0.011533305048942566
139,3.12499992105586e-06,0.007406503427773714,0.01152860838919878
140,3.12499992105586e-06,0.007400104776024818,0.011529366485774517
