epoch,ca,f1,learning_rate,loss,val_ca,val_f1,val_loss
42,0.8258228302001953,0.8246181607246399,9.999999747378752e-06,8.549270629882812,0.7994681000709534,0.797042727470398,8.424714088439941
43,0.8351618647575378,0.8340144157409668,9.999999747378752e-06,8.28499698638916,0.8042553067207336,0.7970794439315796,8.172940254211426
44,0.8386073112487793,0.8375393152236938,9.999999747378752e-06,8.033011436462402,0.8207446932792664,0.8043910264968872,7.914624214172363
45,0.8481276631355286,0.847317099571228,9.999999747378752e-06,7.781106948852539,0.8042553067207336,0.7989972829818726,7.708564758300781
46,0.8512104749679565,0.8501747846603394,9.999999747378752e-06,7.534164905548096,0.7904255390167236,0.7890750169754028,7.51456880569458
47,0.8581013679504395,0.8572527170181274,9.999999747378752e-06,7.2959208488464355,0.797340452671051,0.7959446907043457,7.2794880867004395
48,0.8642669320106506,0.863490879535675,9.999999747378752e-06,7.064037799835205,0.7936170101165771,0.7922323346138,7.082817554473877
49,0.8706138134002686,0.8700481653213501,9.999999747378752e-06,6.836183071136475,0.7978723645210266,0.7953365445137024,6.866621017456055
50,0.8758726716041565,0.8753560781478882,9.999999747378752e-06,6.617109775543213,0.8026595711708069,0.8025458455085754,6.663804531097412
51,0.8809502124786377,0.8807252645492554,9.999999747378752e-06,6.400079250335693,0.8069148659706116,0.7997024655342102,6.465541362762451
52,0.8906519412994385,0.8905737996101379,9.999999747378752e-06,6.186394214630127,0.7984042763710022,0.7976107597351074,6.3058977127075195
53,0.8937346935272217,0.8937447667121887,9.999999747378752e-06,5.991157531738281,0.797340452671051,0.7919952273368835,6.110572814941406
54,0.8981775045394897,0.8978665471076965,9.999999747378752e-06,5.787997722625732,0.8031914830207825,0.7965542078018188,5.924487113952637
55,0.9051591157913208,0.9051896333694458,9.999999747378752e-06,5.587165832519531,0.8127659559249878,0.8041331171989441,5.7577738761901855
56,0.9057031273841858,0.9058368802070618,9.999999747378752e-06,5.401276111602783,0.7989361882209778,0.789178192615509,5.628425598144531
57,0.9106900095939636,0.9107304811477661,9.999999747378752e-06,5.218741416931152,0.8042553067207336,0.7966193556785583,5.457661151885986
58,0.9147701263427734,0.9148222804069519,9.999999747378752e-06,5.043140888214111,0.8079787492752075,0.7987066507339478,5.301910400390625
59,0.9236558079719543,0.9237076044082642,9.999999747378752e-06,4.858614444732666,0.8085106611251831,0.7947646975517273,5.163846492767334
60,0.923021137714386,0.9230021238327026,9.999999747378752e-06,4.697574138641357,0.8058510422706604,0.7996273040771484,5.012604713439941
61,0.9278266429901123,0.9280582666397095,9.999999747378752e-06,4.526967525482178,0.8148936033248901,0.8016610145568848,4.862598896026611
62,0.9265572428703308,0.9266842603683472,9.999999747378752e-06,4.384581089019775,0.8031914830207825,0.7949981689453125,4.745726585388184
63,0.9335388541221619,0.933556079864502,9.999999747378752e-06,4.21755838394165,0.7968084812164307,0.7985675930976868,4.639847278594971
64,0.9343549013137817,0.9344744682312012,9.999999747378752e-06,4.076376438140869,0.8239361643791199,0.8109137415885925,4.4441657066345215
65,0.9371656775474548,0.9372433423995972,9.999999747378752e-06,3.930629014968872,0.8196808695793152,0.8026665449142456,4.342700004577637
66,0.940792441368103,0.9408488273620605,9.999999747378752e-06,3.7886855602264404,0.8313829898834229,0.8102908134460449,4.195466995239258
67,0.9452353119850159,0.945250391960144,9.999999747378752e-06,3.6494057178497314,0.8148936033248901,0.8048220872879028,4.091574668884277
68,0.9476833939552307,0.9476757049560547,9.999999747378752e-06,3.5227391719818115,0.8382978439331055,0.8110724687576294,3.951296806335449
69,0.9484087228775024,0.9484497308731079,9.999999747378752e-06,3.3942527770996094,0.8244680762290955,0.8019569516181946,3.8515305519104004
70,0.9469580054283142,0.947039783000946,9.999999747378752e-06,3.2830379009246826,0.8255318999290466,0.8053233027458191,3.7540884017944336
71,0.9489527344703674,0.9490376710891724,9.999999747378752e-06,3.1557488441467285,0.8361701965332031,0.8153332471847534,3.651094913482666
72,0.9533956050872803,0.9533527493476868,9.999999747378752e-06,3.0344185829162598,0.8441489338874817,0.8159322738647461,3.5555012226104736
73,0.9560250043869019,0.9561086893081665,9.999999747378752e-06,2.929716110229492,0.8356382846832275,0.8116545677185059,3.4807071685791016
74,0.9547556638717651,0.9547188878059387,9.999999747378752e-06,2.829975128173828,0.8505319356918335,0.8300789594650269,3.3716158866882324
75,0.9568410515785217,0.9568561315536499,9.999999747378752e-06,2.7268049716949463,0.839893639087677,0.8219748735427856,3.2775814533233643
76,0.9602864980697632,0.9603419303894043,9.999999747378752e-06,2.627713918685913,0.8425531983375549,0.8149253129959106,3.176591396331787
77,0.9618279337882996,0.9618629217147827,9.999999747378752e-06,2.5362389087677,0.8404255509376526,0.8207281231880188,3.1048355102539062
78,0.9601051807403564,0.9601873159408569,9.999999747378752e-06,2.446824073791504,0.8484042286872864,0.8229689598083496,3.0117602348327637
79,0.9613745808601379,0.9613548517227173,9.999999747378752e-06,2.3658735752105713,0.8500000238418579,0.8229479789733887,2.94122052192688
80,0.9637320041656494,0.9636739492416382,9.999999747378752e-06,2.280402898788452,0.8505319356918335,0.8169930577278137,2.8698911666870117
81,0.9651827216148376,0.9651448130607605,9.999999747378752e-06,2.196455240249634,0.8356382846832275,0.811871349811554,2.873368501663208
82,0.9651827216148376,0.9651830792427063,9.999999747378752e-06,2.127889394760132,0.8430851101875305,0.8200260400772095,2.744047164916992
83,0.9650013446807861,0.9650028347969055,9.999999747378752e-06,2.0489370822906494,0.8452127575874329,0.8183754682540894,2.707864761352539
84,0.9679934978485107,0.9679649472236633,9.999999747378752e-06,1.9751368761062622,0.8414893746376038,0.8155971765518188,2.66269588470459
85,0.9666334390640259,0.9666325449943542,9.999999747378752e-06,1.9165040254592896,0.8452127575874329,0.817752480506897,2.599987030029297
86,0.9661800861358643,0.9662498235702515,9.999999747378752e-06,1.8465700149536133,0.8404255509376526,0.8128913044929504,2.5258336067199707
87,0.9702602028846741,0.9702069163322449,9.999999747378752e-06,1.785520315170288,0.853723406791687,0.8171256184577942,2.473818063735962
88,0.9679027795791626,0.9678680300712585,9.999999747378752e-06,1.7290737628936768,0.846276581287384,0.8168071508407593,2.4402952194213867
89,0.9721642732620239,0.9721283912658691,9.999999747378752e-06,1.6743332147598267,0.8473404049873352,0.8170595169067383,2.3376686573028564
90,0.9711669087409973,0.9711359739303589,9.999999747378752e-06,1.6181576251983643,0.8473404049873352,0.8175418972969055,2.3187193870544434
91,0.9711669087409973,0.9711364507675171,9.999999747378752e-06,1.5652365684509277,0.8478723168373108,0.8223004341125488,2.2864317893981934
92,0.9739776849746704,0.9740212559700012,9.999999747378752e-06,1.5144072771072388,0.8457446694374084,0.8132448196411133,2.224832057952881
93,0.9730709791183472,0.9729816317558289,9.999999747378752e-06,1.4683456420898438,0.8409574627876282,0.8143901824951172,2.2263107299804688
94,0.9746124148368835,0.9745647311210632,9.999999747378752e-06,1.4213629961013794,0.8468084931373596,0.8102957010269165,2.1403698921203613
95,0.9757004380226135,0.9756868481636047,9.999999747378752e-06,1.3762208223342896,0.848936140537262,0.819371223449707,2.1031482219696045
96,0.9753377437591553,0.9753141403198242,9.999999747378752e-06,1.3384292125701904,0.8388298153877258,0.8143466711044312,2.107226610183716
97,0.9747030735015869,0.9746742248535156,9.999999747378752e-06,1.2946983575820923,0.8446808457374573,0.8180562257766724,2.083965301513672
98,0.9782391786575317,0.9782049059867859,9.999999747378752e-06,1.2524521350860596,0.8388298153877258,0.8087999224662781,2.077540159225464
99,0.9759724140167236,0.9759403467178345,9.999999747378752e-06,1.2200829982757568,0.8484042286872864,0.8157981634140015,1.9944156408309937
